X Y Z
54.94449997 -50.48725128 7.80625010
55.62775040 -49.08750153 8.71175003
55.59899902 -49.09349823 8.68624973
55.53025055 -49.05649948 8.82050037
55.41075134 -49.02574921 8.90225029
55.38750076 -49.00350189 8.91100025
55.26924896 -48.94499969 9.00749969
59.60425186 -52.54574966 9.77700043
59.57275009 -52.55749893 9.75074959
59.60525131 -52.56475067 9.81274986
59.57450104 -52.58224869 9.81599998
59.57675171 -52.60200119 9.89799976
59.60800171 -52.56100082 9.91924953
59.55374908 -52.88275146 9.86550045
59.55450058 -52.63674927 9.90200043
59.60274887 -52.48500061 9.73324966
59.21649933 -52.74224854 11.60074997
59.27700043 -52.93849945 11.71024990
59.11000061 -53.17649841 11.67949963
59.03874969 -53.22600174 12.10499954
59.01124954 -53.19599915 12.12150002
60.69924927 -51.50450134 10.20075035
60.75799942 -51.58824921 10.23799992
60.67475128 -51.49399948 10.20750046
61.19599915 -51.48825073 10.81424999
61.14524841 -51.54249954 10.75074959
61.17350006 -51.50849915 10.81499958
60.62099838 -50.09225082 10.44474983
60.90800095 -50.70824814 10.73674965
60.77024841 -50.67625046 10.67850018
60.87825012 -50.71924973 10.70625019
60.93199921 -50.68424988 10.76175022
60.40325165 -49.46075058 10.35849953
60.34474945 -49.37300110 10.34875011
60.19124985 -49.21524811 10.33399963
59.53099823 -51.69224930 9.04150009
59.50275040 -51.58475113 9.00100040
60.37424850 -51.40599823 10.12924957
60.29199982 -51.37525177 10.05974960
60.21175003 -51.32125092 9.96675014
60.21175003 -51.28424835 9.98900032
60.21300125 -51.29475021 10.02050018
60.18949890 -51.27774811 10.01875019
60.27149963 -51.29674911 10.14750004
58.62675095 -49.93550110 9.83800030
58.48175049 -49.77724838 10.03699970
58.23300171 -49.15999985 10.60449982
58.16350174 -49.16474915 10.87100029
58.14324951 -49.15975189 10.92350006
58.41275024 -48.30825043 10.98025036
60.51649857 -49.93125153 11.41950035
59.20899963 -51.16524887 11.76099968
59.15200043 -51.19625092 11.78100014
59.21075058 -51.17549896 11.81550026
59.18500137 -51.15700150 11.89599991
59.18149948 -51.24224854 11.79625034
59.26549911 -51.29524994 11.98900032
59.26625061 -51.28900146 12.01525021
59.29399872 -51.14749908 11.99125004
59.26699829 -51.13475037 12.00699997
58.72999954 -51.97874832 12.02149963
58.72949982 -51.94549942 11.98575020
59.19625092 -50.60049820 11.14274979
59.17475128 -50.65074921 11.37924957
59.12374878 -50.69699860 11.43124962
59.02024841 -50.68724823 11.48775005
58.99375153 -50.68399811 11.50924969
58.61000061 -50.33724976 11.50174999
58.48049927 -50.49525070 11.50475025
58.53424835 -50.29700089 11.53250027
58.48474884 -50.29050064 11.51124954
59.13024902 -50.91424942 11.73700047
59.18275070 -50.83924866 11.72624969
59.12974930 -50.77600098 11.67500019
59.10374832 -50.77624893 11.72399998
59.07600021 -50.76599884 11.72200012
59.07649994 -50.81000137 11.76350021
59.29325104 -51.03424835 11.93850040
59.23500061 -51.03475189 11.89774990
59.15525055 -51.06375122 11.86149979
59.21149826 -50.99974823 11.79800034
59.18574905 -50.89400101 11.85624981
59.10625076 -51.07875061 11.91625023
59.05400085 -50.92850113 11.82324982
59.10575104 -50.99274826 11.86649990
59.18624878 -51.11349869 11.93649960
59.23849869 -51.01324844 12.00625038
59.18875122 -51.06150055 12.00724983
59.18799973 -50.92399979 11.94200039
59.21725082 -50.99200058 12.02099991
59.16025162 -50.96675110 12.00899982
59.08200073 -51.04275131 12.04749966
59.08150101 -50.91949844 11.98799992
59.05799866 -51.01150131 11.98974991
59.05849838 -50.96575165 12.00399971
59.13475037 -50.76649857 11.86950016
59.13574982 -50.79925156 11.90450001
59.07875061 -50.83774948 11.85149956
59.05524826 -50.77500153 11.81375027
59.10800171 -50.88199997 11.91975021
59.08124924 -50.77849960 11.92074966
58.81824875 -50.58599854 11.64150047
58.84249878 -50.61325073 11.72574997
58.82099915 -50.55825043 11.72375011
58.79624939 -50.49499893 11.74400043
58.67074966 -50.49300003 11.81124973
58.56050110 -50.48300171 11.60274982
58.40625000 -50.56624985 11.60624981
58.48249817 -50.66099930 11.71475029
58.38074875 -50.53900146 11.71800041
58.48574829 -50.40124893 11.62600040
58.84775162 -50.59825134 11.91699982
58.84624863 -50.51499939 11.81849957
58.76974869 -50.49900055 11.85074997
58.84975052 -50.46950150 11.91399956
58.72449875 -50.51575089 11.91300011
58.72700119 -50.47824860 11.98050022
58.64649963 -50.36375046 11.85050011
58.85324860 -50.38024902 12.00399971
58.48625183 -50.69350052 11.86649990
58.41699982 -50.57825089 11.99925041
58.41899872 -50.49974823 12.01049995
59.83475113 -50.40525055 12.77375031
59.80374908 -50.27724838 12.71024990
59.78424835 -50.27325058 12.76175022
59.91099930 -50.34624863 12.76274967
59.88275146 -50.33950043 12.76325035
59.83499908 -50.28799820 12.80475044
59.73099899 -50.47999954 12.82075024
59.70774841 -50.41699982 12.79899979
59.78400040 -50.39199829 12.74400043
59.78549957 -50.32099915 12.80350018
59.86100006 -50.19374847 12.77674961
59.78649902 -50.20975113 12.86425018
59.80699921 -50.18075180 12.84924984
59.78799820 -50.25624847 12.90400028
59.16275024 -51.15924835 12.16600037
59.22124863 -51.18249893 12.21224976
59.11375046 -51.17724991 12.21774960
59.08475113 -51.18600082 12.18999958
59.27474976 -51.16374969 12.30025005
58.70325089 -52.04150009 12.06550026
58.71450043 -51.93925095 12.40925026
59.29800034 -51.05199814 12.11349964
59.27125168 -50.97674942 12.13350010
59.13899994 -51.09674835 12.11925030
58.41975021 -50.58549881 12.11299992
59.24224854 -49.53775024 11.80325031
59.57949829 -49.16550064 11.95024967
59.21274948 -49.63475037 11.51875019
59.13600159 -49.58399963 11.54524994
58.75225067 -49.46699905 11.35375023
58.69974899 -49.44374847 11.38924980
58.67850113 -49.42449951 11.40550041
58.65475082 -49.35824966 11.46650028
58.65625000 -49.34799957 11.51375008
58.59574890 -50.03125000 11.56900024
58.62799835 -49.41825104 11.52000046
58.57949829 -49.37025070 11.49400043
58.53099823 -49.35475159 11.51350021
58.47999954 -49.34099960 11.52400017
58.75725174 -49.72275162 11.68375015
58.80575180 -49.82275009 11.71924973
58.80875015 -49.80049896 11.81624985
58.81024933 -49.71300125 11.82324982
58.83649826 -49.66825104 11.79975033
58.83525085 -49.90774918 11.88749981
58.83599854 -49.90850067 11.91800022
58.86000061 -49.67074966 11.87475014
58.78099823 -49.87825012 11.91250038
58.73749924 -49.73875046 11.90900040
59.08349991 -49.58100128 11.59099960
58.76124954 -49.54700089 11.72824955
58.68775177 -49.46725082 11.77250004
58.81624985 -49.35150146 11.84200001
59.14500046 -49.49824905 11.84574986
58.89175034 -49.49974823 11.90799999
58.86524963 -49.37950134 11.91674995
58.76699829 -49.41149902 11.85700035
58.74425125 -49.58774948 12.06299973
58.60025024 -50.00000000 11.70349979
58.62474823 -50.00699997 11.80525017
58.60150146 -50.04624939 11.79150009
58.70024872 -49.91600037 11.69674969
58.67874908 -49.86500168 11.70499992
58.73175049 -49.91275024 11.81225014
58.50450134 -49.79674911 11.83500004
58.38000107 -49.80025101 11.80300045
58.57725143 -50.06399918 11.91075039
58.68550110 -49.79275131 11.90600014
58.65750122 -49.81000137 11.87374973
58.53075027 -49.88874817 11.89875031
58.53075027 -49.93349838 11.93725014
58.71200180 -49.72499847 12.00650024
58.63475037 -49.62874985 11.90375042
58.69300079 -49.65325165 12.08975029
58.64049911 -49.47349930 12.00399971
58.59424973 -49.35350037 12.00450039
58.42174911 -49.25899887 12.10649967
58.04975128 -48.37025070 11.31025028
58.05324936 -48.38249969 11.44999981
58.05324936 -48.40250015 11.47824955
58.05450058 -48.41400146 11.53800011
57.98949814 -48.39049911 11.86425018
57.97275162 -48.40325165 12.01850033
59.33250046 -49.11100006 12.24724960
59.31224823 -49.07875061 12.26074982
59.36999893 -49.15024948 12.61474991
59.40050125 -49.05875015 12.76875019
59.34275055 -49.27674866 12.64725018
59.32374954 -49.20399857 12.70349979
59.37300110 -49.15999985 12.72774982
59.37350082 -49.09049988 12.73299980
59.29750061 -49.14675140 12.68500042
59.29824829 -49.13874817 12.71049976
59.34799957 -49.18050003 12.81499958
59.34849930 -49.08150101 12.81250000
59.40150070 -49.15100098 12.82024956
59.40375137 -49.09175110 12.89175034
59.33000183 -49.18125153 12.92024994
59.28649902 -49.03499985 12.27200031
59.13750076 -48.86600113 12.33950043
59.14149857 -48.86349869 12.47449970
59.14300156 -48.84725189 12.52474976
59.14524841 -48.91725159 12.62049961
59.11849976 -48.85950089 12.60900021
59.09650040 -48.84024811 12.60774994
59.11500168 -48.79124832 12.45475006
59.09275055 -48.81475067 12.46199989
59.10049820 -48.86750031 12.75675011
59.30274963 -48.90050125 12.83800030
59.30374908 -48.88975143 12.86075020
59.12500000 -48.71175003 12.78800011
59.10350037 -48.71374893 12.81575012
59.12649918 -48.66199875 12.82400036
59.07699966 -48.69675064 12.78199959
59.07875061 -48.69950104 12.84200001
59.07949829 -48.70050049 12.87150002
59.40425110 -49.02524948 12.90149975
59.12950134 -48.72449875 12.95450020
59.08100128 -48.73550034 12.93124962
59.10699844 -48.67274857 12.91800022
59.13174820 -48.68999863 13.02250004
59.11199951 -48.12549973 12.89875031
59.06174850 -48.07099915 12.90225029
58.98075104 -48.33250046 12.86999989
58.98199844 -48.26725006 12.88325024
58.96300125 -48.23649979 12.91250038
59.03950119 -48.06949997 12.87674999
58.98450089 -48.19124985 12.93949986
59.05875015 -49.26350021 12.33524990
58.98249817 -49.24375153 12.32800007
58.74449921 -49.65700150 12.10750008
59.10725021 -49.45349884 12.41549969
59.08499908 -49.43099976 12.40925026
59.08750153 -49.36574936 12.48025036
59.00999832 -49.43750000 12.38799953
58.95500183 -49.39175034 12.42850018
58.95574951 -49.40325165 12.46049976
58.95724869 -49.38475037 12.50625038
59.05924988 -49.34325027 12.38500023
59.08724976 -49.25650024 12.41950035
59.13774872 -49.33124924 12.48900032
58.98450089 -49.27999878 12.41924953
59.13824844 -49.29674911 12.50424957
59.11125183 -49.30424881 12.50724983
59.08924866 -49.33200073 12.52499962
59.06425095 -49.25474930 12.52550030
59.04100037 -49.20000076 12.61950016
58.98699951 -49.28424835 12.50675011
59.03924942 -49.35900116 12.61324978
58.96175003 -49.27225113 12.61849976
58.93899918 -49.19075012 12.50024986
58.93550110 -49.48225021 12.51900005
58.88574982 -49.26874924 12.59924984
58.76599884 -49.20574951 12.61349964
58.32875061 -49.25149918 12.20874977
58.27574921 -49.25524902 12.22774982
59.07075119 -49.38325119 12.81075001
59.12049866 -49.37599945 12.85525036
59.11524963 -49.26050186 12.63175011
59.04325104 -49.25125122 12.71574974
59.02099991 -49.17124939 12.67275047
59.14550018 -49.21200180 12.73025036
59.04550171 -49.11275101 12.73849964
58.99050140 -49.33724976 12.65824986
58.99399948 -49.22574997 12.73200035
58.94525146 -49.18299866 12.71924973
58.89099884 -49.16225052 12.73200035
59.14775085 -49.28174973 12.83574963
59.09849930 -49.28850174 12.84325027
59.02199936 -49.33000183 12.77025032
58.99724960 -49.24124908 12.85375023
58.91675186 -49.31299973 12.71700001
58.88774872 -49.32225037 12.69299984
58.88824844 -49.32474899 12.71949959
58.86624908 -49.24150085 12.64725018
58.86800003 -49.17774963 12.68824959
58.79249954 -49.18975067 12.64325047
58.69100189 -49.20650101 12.67599964
58.69224930 -49.18849945 12.70100021
58.95074844 -49.15874863 12.90400028
58.92350006 -49.18325043 12.89925003
58.95100021 -49.24325180 12.95524979
59.03874969 -48.78250122 12.36849976
58.99000168 -48.76100159 12.39000034
58.96274948 -48.74599838 12.41499996
58.94324875 -48.69699860 12.42224979
58.89049911 -48.69374847 12.47200012
59.04349899 -48.74050140 12.52025032
58.99575043 -48.70375061 12.56424999
58.94850159 -48.69525146 12.61075020
58.81774902 -48.65924835 12.52474976
58.72475052 -48.68724823 12.59599972
58.84725189 -48.51900101 12.49374962
58.84775162 -48.54199982 12.52799988
58.74800110 -48.54624939 12.56000042
58.67300034 -48.65499878 12.62475014
58.37900162 -49.19424820 12.17500019
58.33024979 -49.18775177 12.21850014
58.27899933 -49.16849899 12.26399994
58.15399933 -49.25600052 12.29475021
58.13349915 -49.09474945 12.33874989
58.11149979 -49.13349915 12.37049961
58.13275146 -49.00175095 12.19799995
58.13375092 -48.99349976 12.22624969
58.13724899 -48.86000061 12.22099972
58.11949921 -48.82049942 12.31575012
58.09000015 -48.83399963 12.29699993
58.22050095 -48.88949966 12.62275028
58.14474869 -48.93825150 12.56274986
58.12474823 -48.93375015 12.62125015
58.14675140 -48.88299942 12.57699966
58.14899826 -48.86249924 12.62975025
58.27175140 -48.60774994 12.22599983
58.14875031 -48.51699829 12.25949955
58.09825134 -48.54600143 12.27375031
58.13000107 -48.50875092 12.36575031
58.09799957 -48.61199951 12.33950043
58.09875107 -48.55250168 12.30000019
58.17900085 -48.42150116 12.31799984
58.00000000 -48.64225006 12.52375031
59.07249832 -49.04650116 12.74750042
59.04824829 -48.87924957 12.74899960
58.94850159 -48.94174957 12.72850037
58.94950104 -48.88925171 12.74075031
59.07450104 -49.07825089 12.83425045
59.07424927 -48.96599960 12.77999973
58.97200012 -48.91699982 12.81449986
59.02925110 -48.96200180 12.88624954
59.02925110 -48.89324951 12.84249973
58.87424850 -48.71125031 12.66800022
58.89625168 -48.64274979 12.64624977
58.89974976 -48.77474976 12.84549999
58.82675171 -48.66374969 12.85249996
58.78274918 -48.64950180 12.87024975
58.75199890 -48.75424957 12.83399963
59.03075027 -49.00249863 12.95024967
58.90074921 -48.49425125 12.73725033
58.82524872 -48.54700089 12.73324966
58.78200150 -48.55025101 12.78899956
58.78274918 -48.53799820 12.81075001
58.80924988 -48.48699951 12.83100033
58.75775146 -48.50000000 12.87899971
58.76025009 -48.39500046 12.89675045
58.88650131 -48.24724960 12.84074974
58.86074829 -48.33974838 12.87600040
58.78924942 -48.25825119 12.87250042
58.46400070 -48.34099960 12.83699989
58.44649887 -48.25875092 12.83950043
58.76150131 -48.42324829 12.96150017
58.76100159 -48.37549973 12.91950035
58.73600006 -48.54949951 12.91199970
58.59899902 -48.16875076 13.03750038
58.59799957 -48.28274918 13.09749985
58.59899902 -48.28324890 13.12625027
58.57125092 -48.36275101 13.10974979
58.09925079 -48.86899948 12.65699959
58.46049881 -48.47999954 12.82349968
58.41374969 -48.52074814 12.81099987
58.44250107 -48.36550140 12.78250027
58.36774826 -48.33950043 12.77175045
58.36925125 -48.29499817 12.78499985
58.38774872 -48.45299911 12.79775047
58.41949844 -48.26449966 12.79650021
58.39149857 -48.31750107 12.80725002
58.37049866 -48.27700043 12.80599976
59.27975082 -54.59500122 13.20450020
59.27375031 -54.49224854 12.96800041
59.58250046 -53.56074905 13.10324955
59.56224823 -53.53300095 13.21150017
59.89725113 -53.22325134 13.47924995
59.89625168 -53.19699860 13.44425011
59.86524963 -53.19549942 13.38199997
59.56999969 -53.36774826 13.48974991
59.53125000 -54.17449951 13.15649986
59.50075150 -53.96749878 13.09899998
59.50125122 -53.95774841 13.12224960
59.19525146 -54.15425110 13.08425045
59.30950165 -54.13174820 13.12924957
59.22525024 -54.22774887 13.10974979
59.22824860 -54.07075119 13.18175030
59.28324890 -53.99850082 13.20674992
59.28224945 -53.95999908 13.16475010
59.23175049 -53.84249878 13.25125027
59.31575012 -53.87749863 13.29874992
59.31624985 -53.90200043 13.33250046
59.23300171 -53.90475082 13.32075024
59.28950119 -53.79774857 13.39200020
59.55875015 -53.62450027 13.08724976
59.50299835 -53.47949982 13.15400028
59.50450134 -53.49274826 13.21199989
59.33499908 -53.58100128 13.13125038
59.33324814 -53.47499847 13.04424953
59.31224823 -53.49475098 13.11225033
59.28549957 -53.47724915 13.18150043
59.23075104 -53.77024841 13.19874954
59.28499985 -53.53025055 13.16674995
59.28649902 -53.56100082 13.23600006
59.34099960 -53.66175079 13.36200047
59.33774948 -53.63174820 13.23824978
59.56750107 -53.73600006 13.40900040
59.34199905 -53.69775009 13.40400028
59.25574875 -53.61624908 13.25574970
59.25749969 -53.62374878 13.31025028
59.25925064 -53.78125000 13.41374969
59.31975174 -53.77674866 13.42800045
59.84175110 -53.51549911 13.57975006
59.95824814 -53.44124985 13.74050045
59.89875031 -53.22024918 13.53250027
59.92224884 -53.40224838 13.53050041
59.86899948 -53.30849838 13.49425030
59.84149933 -53.40449905 13.57999992
59.79425049 -53.34849930 13.68299961
59.84424973 -53.38325119 13.68725014
59.79299927 -53.63824844 13.60774994
59.76300049 -53.59349823 13.66049957
59.65475082 -53.47750092 13.62349987
59.67649841 -53.34524918 13.59249973
59.65425110 -53.34225082 13.61649990
59.57075119 -53.35025024 13.51325035
59.54399872 -53.43474960 13.58800030
59.62424850 -53.27975082 13.52225018
59.59424973 -53.28575134 13.52925014
59.76374817 -53.36849976 13.71199989
59.59849930 -53.39149857 13.68274975
59.57374954 -53.43175125 13.63175011
59.65800095 -53.40599823 13.75049973
59.65724945 -53.39300156 13.71300030
59.92950058 -53.30049896 13.82250023
59.96025085 -53.28274918 13.84850025
59.82550049 -53.38874817 13.81099987
59.82799911 -53.36524963 13.90050030
59.79750061 -53.58174896 13.77575016
59.66125107 -53.30649948 13.86849976
59.66149902 -53.21549988 13.87399960
59.29225159 -54.04899979 13.54224968
59.54325104 -53.57825089 13.56674957
59.81874847 -53.08874893 13.61499977
59.87450027 -53.13874817 13.71800041
59.92625046 -53.13874817 13.72649956
59.74449921 -53.05875015 13.90100002
59.68175125 -53.02700043 13.80624962
59.68199921 -52.96725082 13.81424999
59.10499954 -53.13425064 13.60474968
59.08599854 -53.01025009 13.72700024
59.11299896 -52.93299866 13.81099987
59.11125183 -53.06124878 13.79275036
59.00925064 -52.98949814 13.83100033
58.92950058 -52.92649841 13.92424965
60.78075027 -48.99700165 13.52875042
60.63199997 -48.90000153 13.71500015
60.63150024 -48.45199966 14.04524994
61.01124954 -49.05099869 14.40375042
61.06150055 -49.69725037 14.61950016
61.00799942 -49.73099899 14.64900017
60.50450134 -47.98324966 14.31550026
60.48274994 -47.89699936 14.35575008
60.48400116 -47.88600159 14.41174984
60.50825119 -47.99349976 14.45174980
60.50949860 -48.00899887 14.48550034
60.48574829 -47.84125137 14.50199986
60.56525040 -48.58974838 14.21899986
60.48300171 -47.98450089 14.30749989
60.48424911 -48.01200104 14.33924961
60.48550034 -47.97150040 14.40900040
60.38449860 -47.89474869 14.46074963
60.66025162 -51.31724930 13.86450005
59.56774902 -51.79600143 14.36625004
59.56774902 -51.69449997 14.36250019
59.45750046 -51.83150101 14.35900021
59.45949936 -51.81499863 14.43550014
59.01824951 -48.23925018 13.16950035
59.66374969 -48.48300171 14.09774971
58.94350052 -48.46324921 13.24300003
58.91675186 -48.37450027 13.24450016
58.91849899 -48.25999832 13.23950005
58.72525024 -48.18099976 13.21074963
58.57699966 -48.23274994 13.20575047
59.98725128 -48.47100067 14.19799995
59.74475098 -48.53075027 14.28299999
60.66324997 -51.96749878 15.37699986
60.60824966 -51.99274826 15.40275002
60.65950012 -51.80300140 15.35599995
57.93799973 -53.57075119 9.00150013
57.76725006 -53.69800186 8.97725010
57.93550110 -53.61724854 8.95075035
57.67950058 -53.80924988 8.95874977
57.60800171 -53.59524918 9.14550018
57.86624908 -53.50799942 9.38949966
57.73049927 -53.48199844 9.36499977
57.47724915 -53.57075119 9.42975044
57.22449875 -53.59899902 9.29675007
57.24525070 -53.67800140 9.32174969
57.25149918 -53.59875107 9.42574978
57.52999878 -53.65074921 9.46825027
57.27450180 -53.73400116 9.45125008
57.65050125 -53.12850189 9.06649971
57.50550079 -53.24724960 9.10925007
57.48450089 -53.10725021 9.05700016
57.42300034 -53.18825150 8.99349976
57.50899887 -53.16125107 9.11900043
57.51449966 -53.03174973 9.14750004
57.70949936 -53.19749832 9.30574989
57.84524918 -53.24024963 9.40050030
57.65499878 -53.27000046 9.41374969
57.70925140 -53.17774963 9.27375031
57.47750092 -53.42274857 9.23225021
57.42300034 -53.38674927 9.29174995
57.45524979 -53.30424881 9.31225014
57.56724930 -53.36849976 9.42374992
57.50550079 -53.46450043 9.40200043
57.45399857 -53.42475128 9.42825031
57.39899826 -53.47100067 9.40200043
57.48424911 -53.29999924 9.31925011
57.48725128 -53.19525146 9.27200031
57.37549973 -53.22999954 9.25000000
57.41550064 -52.87224960 9.14900017
57.27024841 -53.02825165 9.22599983
57.82049942 -53.36449814 9.47350025
57.65449905 -53.44699860 9.62125015
57.37950134 -52.61399841 9.60999966
57.35850143 -52.58824921 9.68924999
57.33000183 -52.57275009 9.71850014
57.44599915 -52.50325012 9.73449993
58.11550140 -52.35675049 10.24050045
58.13850021 -52.44599915 10.33924961
58.08724976 -52.45925140 10.33549976
58.17024994 -52.42074966 10.41699982
58.08874893 -52.50674820 10.43474960
58.08850098 -52.49024963 10.40524960
57.97850037 -52.50125122 10.39500046
57.97949982 -52.49575043 10.41975021
57.97299957 -53.20425034 10.94974995
57.95100021 -52.98400116 10.78174973
57.95124817 -53.01549911 10.81925011
57.94950104 -53.15900040 10.90974998
57.92100143 -53.07799911 10.91625023
58.17350006 -52.42150116 10.53625011
58.17350006 -52.37525177 10.49300003
58.22650146 -52.38700104 10.54224968
58.14675140 -52.37649918 10.57474995
58.03374863 -52.60374832 10.50899982
58.03525162 -52.57350159 10.53125000
58.06074905 -52.47150040 10.51399994
58.09450150 -52.38499832 10.52000046
57.95475006 -52.73424911 10.64124966
57.92224884 -52.82825089 10.69050026
57.92774963 -52.48249817 10.50524998
57.56275177 -52.47399902 10.15450001
57.53675079 -52.55675125 10.20075035
57.53374863 -52.74549866 10.35900021
57.53525162 -52.65449905 10.28374958
57.53749847 -52.70425034 10.43074989
57.47800064 -52.76449966 10.40349960
57.47949982 -52.65924835 10.31799984
57.54124832 -52.66125107 10.51375008
57.42800140 -52.79475021 10.53950024
57.42900085 -52.83250046 10.62699986
57.39825058 -52.86375046 10.66224957
57.37450027 -52.88624954 10.72150040
57.37274933 -52.96099854 10.76650047
57.39099884 -55.63000107 11.31025028
57.43424988 -55.22800064 11.23649979
57.40399933 -55.21649933 11.19225025
57.44749832 -54.72975159 11.03075027
57.49974823 -54.94900131 11.23624992
57.59325027 -54.75225067 11.30599976
57.65674973 -54.64899826 11.24149990
57.30974960 -55.21575165 11.83199978
57.31900024 -54.73725128 11.45899963
57.29000092 -54.69775009 11.47200012
57.31275177 -55.15475082 11.84624958
57.33174896 -54.75674820 11.93750000
59.18149948 -55.41849899 12.91924953
59.11849976 -55.44324875 12.69225025
58.74649811 -55.45624924 12.67249966
59.13425064 -54.37850189 12.94824982
58.71400070 -55.38275146 12.61575031
58.58425140 -54.98199844 12.64949989
58.63475037 -55.27050018 12.69375038
58.63774872 -55.28549957 12.79475021
58.71924973 -55.40824890 12.83749962
58.72074890 -55.13325119 12.73649979
58.75374985 -55.08274841 12.72749996
58.69874954 -55.14775085 12.74724960
57.75424957 -55.08649826 12.18200016
57.91600037 -53.31050110 11.00000000
57.96125031 -53.36199951 11.56474972
57.99625015 -53.19124985 11.78874969
57.66699982 -54.26399994 11.12475014
57.51200104 -54.50650024 11.07524967
57.57675171 -54.37850189 11.11649990
57.54650116 -54.41650009 11.10900021
57.51100159 -54.55974960 11.11800003
57.43325043 -54.55799866 11.31050014
57.69699860 -54.45724869 11.58625031
57.67250061 -54.50650024 11.62625027
57.75875092 -53.75249863 11.80325031
57.85224915 -53.55125046 11.91600037
57.58625031 -53.89149857 11.84825039
57.66975021 -53.98300171 11.91324997
57.60900116 -54.07275009 11.87749958
57.64175034 -53.88550186 11.93774986
57.50775146 -53.84325027 11.96500015
57.81000137 -53.12049866 11.00349998
57.73199844 -53.13925171 11.20400047
57.64925003 -53.18949890 11.31175041
57.63375092 -53.03400040 11.40250015
57.60124969 -53.19250107 11.45149994
57.52349854 -52.81174850 11.11349964
57.52524948 -52.78599930 11.13650036
57.49850082 -52.79600143 11.18175030
57.49924850 -52.80199814 11.21800041
57.50025177 -52.81724930 11.27750015
57.50125122 -52.80749893 11.30175018
57.69224930 -53.26150131 11.79675007
57.55324936 -53.37224960 11.91800022
57.53274918 -53.22074890 11.99149990
57.53274918 -53.18550110 11.95024967
57.40100098 -53.09400177 11.95899963
57.56399918 -52.79600143 11.52149963
57.42324829 -52.98424911 11.72949982
57.41199875 -52.58425140 11.60974979
57.38225174 -52.57600021 11.60124969
57.30725098 -53.38024902 11.95650005
58.43299866 -53.56100082 12.16924953
58.40525055 -53.61325073 12.20174980
58.43325043 -53.58675003 12.20199966
58.69025040 -53.59400177 12.53299999
58.49724960 -53.89025116 12.85474968
58.49800110 -53.91299820 12.89025021
58.82350159 -53.05474854 12.29899979
58.80199814 -53.00975037 12.33024979
58.77450180 -53.01250076 12.34274960
58.59550095 -52.88150024 12.70874977
58.44324875 -52.76750183 12.90625000
58.39374924 -52.74124908 12.95450020
58.31575012 -52.74575043 13.02925014
58.28599930 -52.74425125 13.02499962
57.80849838 -53.99850082 11.99524975
57.77275085 -53.69775009 12.23299980
57.78525162 -54.01499939 12.01375008
57.55675125 -54.02299881 12.03499985
57.61550140 -54.02099991 12.04399967
57.68249893 -53.77199936 12.09774971
57.60499954 -53.58449936 12.10575008
57.68524933 -53.72475052 12.14099979
57.71575165 -53.71025085 12.18000031
57.68424988 -53.82374954 12.22574997
57.84949875 -53.94950104 12.27674961
57.83024979 -53.58024979 12.27425003
57.36825180 -54.42699814 12.75675011
57.35725021 -53.81124878 12.54125023
57.31150055 -53.65575027 12.52099991
57.91249847 -53.43899918 12.08250046
57.74824905 -53.44850159 12.17574978
57.84024811 -53.23500061 12.22325039
57.67300034 -53.24499893 12.22850037
57.70774841 -53.14749908 12.20499992
57.63925171 -53.36550140 12.02824974
57.60874939 -53.40250015 12.00224972
57.61325073 -53.35800171 12.10424995
57.46675110 -53.58750153 12.02200031
57.64049911 -53.48374939 12.23149967
57.55924988 -53.28525162 12.01099968
57.62250137 -53.19675064 12.21724987
57.69675064 -52.51874924 12.14175034
57.37374878 -53.07949829 12.04599953
57.33475113 -53.57500076 12.38899994
57.35025024 -53.07350159 12.18474960
57.36349869 -55.70674896 11.33275032
58.51850128 -51.96799850 9.24425030
58.54850006 -51.98725128 9.31324959
58.47299957 -51.38199997 9.02925014
58.44374847 -51.42100143 9.04049969
58.42449951 -51.29375076 9.06449986
58.08124924 -51.40124893 9.03349972
58.05149841 -51.36949921 9.02274990
57.99900055 -51.90575027 9.47900009
57.81150055 -51.40449905 9.00549984
57.62174988 -51.70774841 9.21175003
57.59550095 -51.72600174 9.26875019
57.59725189 -51.69274902 9.28874969
58.34524918 -52.08974838 9.60750008
58.20999908 -52.16925049 9.73274994
58.18750000 -52.16350174 9.77900028
58.19025040 -52.21775055 9.92675018
58.21474838 -52.20175171 9.93599987
58.12850189 -51.97624969 9.50300026
58.02650070 -51.90625000 9.50949955
58.00049973 -51.88650131 9.50749969
57.97275162 -51.90575027 9.53349972
58.03049850 -51.87575150 9.62250042
58.03200150 -51.89450073 9.70425034
58.03274918 -51.90074921 9.73525047
57.97525024 -51.90124893 9.61649990
57.95225143 -51.89350128 9.62049961
57.97750092 -51.92549896 9.73174953
57.83824921 -51.94549942 9.52600002
57.78699875 -51.90499878 9.53899956
57.67324829 -52.01850128 9.52324963
57.81100082 -51.97225189 9.67049980
57.73125076 -51.91650009 9.65225029
57.76124954 -51.97124863 9.71249962
57.68175125 -51.93399811 9.72850037
57.62400055 -52.03374863 9.72599983
58.15950012 -52.20249939 9.80274963
58.08074951 -52.22650146 9.86075020
57.97325134 -52.26649857 9.94799995
58.00725174 -51.93474960 9.81875038
57.95674896 -51.92250061 9.82124996
57.98049927 -51.89749908 9.81099987
58.03725052 -51.86275101 9.86674976
58.03900146 -51.85725021 9.92275047
57.95849991 -51.93724823 9.90299988
